Company Name,Address,Phone Number,Google business profile link,Website,E-Mail
"AnalytixLabs - Data Science, Analytics & AI Courses in Bangalore","Backgate, BDA Complex, Bldg 51/2, 1st floor, 12th Main Rd, opp. A2B, Sector 6, HSR Layout, Bengaluru, Karnataka 560102 ",09555219007,"https://www.google.com/maps/place/AnalytixLabs+-+Data+Science,+Analytics+%26+AI+Courses+in+Bangalore/data=!4m7!3m6!1s0x3bae1491be4978db:0xd45ab088da8ba818!8m2!3d12.9135377!4d77.636681!16s%2Fg%2F11f37dt8hy!19sChIJ23hJvpEUrjsRGKiL2oiwWtQ?authuser=0&hl=en&rclk=1",https://www.analytixlabs.co.in/upcoming-classes,"['info@analytixlabs.co.in', 'training@analytixlabs.co.in', 'info@analytixlabs.co.in', 'info@analytixlabs.co.in']"
Prosera Analytics Private Limited,"# 797, Annapoorna Towers, 3rd Floor 10th Main, 35th Cross Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011 ",09886612226,https://www.google.com/maps/place/Prosera+Analytics+Private+Limited/data=!4m7!3m6!1s0x3bae1554e3507aa7:0xfa6b8b971adaa9fb!8m2!3d12.924763!4d77.584737!16s%2Fg%2F11hdpdnbrh!19sChIJp3pQ41QVrjsR-6naGpeLa_o?authuser=0&hl=en&rclk=1,http://www.proseraa.com/,"['santhosh@proseraa.com', 'nvijayendra@gmail.com', 'santhosh@proseraa.com', 'santhosh@proseraa.com', 'nvixxxxx@gmail.com']"
Aptus Data Labs,"2nd floor, 46/4, Novel Tech Park, Hosur Rd, near Kudlu Gate, Garvebhavi Palya, Bengaluru, Karnataka 560068 ",08861769911,https://www.google.com/maps/place/Aptus+Data+Labs/data=!4m7!3m6!1s0x3bae14babba2a23f:0xaaf5f77b09862c72!8m2!3d12.8914625!4d77.641484!16s%2Fg%2F11bv6ptkmh!19sChIJP6Kiu7oUrjsRciyGCXv39ao?authuser=0&hl=en&rclk=1,https://www.aptusdatalabs.com/contact-us/,"['info@aptusdatalabs.com', 'sameer.sahoo@aptusdatalabs.com']"
DataWeave,"3rd Floor, B Windsor, InfoWeave Analytics Pvt Ltd, 75, Bannerghatta Rd, opp. Christ University, Hulimavu, Bengaluru, Karnataka 560076 ",08068450203,https://www.google.com/maps/place/DataWeave/data=!4m7!3m6!1s0x3bae159a3b9841b5:0x2c0a2986b0c27ea3!8m2!3d12.8792547!4d77.595427!16s%2Fg%2F11b75ldvq4!19sChIJtUGYO5oVrjsRo37CsIYpCiw?authuser=0&hl=en&rclk=1,https://dataweave.com/?utm_source=bengaluru&utm_medium=gmb-listing&utm_campaign=gmb,[]
Sparkynode Analytics Private Limited,"50, 100 Feet Ring Rd, Vysya Bank Colony, Stage 2, J. P. Nagar, Bengaluru, Karnataka 560076 ",Not present on google business profiles,https://www.google.com/maps/place/Sparkynode+Analytics+Private+Limited/data=!4m7!3m6!1s0x3bae15882a9c4d95:0x32fb0da264ff392d!8m2!3d12.9165594!4d77.602754!16s%2Fg%2F11js_7tmjn!19sChIJlU2cKogVrjsRLTn_ZKIN-zI?authuser=0&hl=en&rclk=1,https://www.sparkyapi.com/,"['info@sparkyapi.com', 'info@sparkyapi.com', 'info@sparkyapi.com', 'info@sparkyapi.com', 'info@sparkcapital.in', 'info@sparkyapi.com', 'sales@sparklan.com']"
Data Analytical System & Solutions,"No: #42-46, 2nd floor, Nanjamma Complex G' Main Street, Jogupalya Rd, Halasuru, Karnataka 560008 ",08025577797,https://www.google.com/maps/place/Data+Analytical+System+%26+Solutions/data=!4m7!3m6!1s0x3bae169f27e37995:0x200720abd6727cf1!8m2!3d12.9741878!4d77.6277547!16s%2Fg%2F1pp2w_zsb!19sChIJlXnjJ58WrjsR8Xxy1qsgByA?authuser=0&hl=en&rclk=1,http://dassnxt.com/,[]
Germane Analytics Pvt Ltd,"#90/1, Unit 'B', First Floor Rathnavilas Road,, Basavanagudi, Bengaluru, Karnataka 560004 ",08041200565,https://www.google.com/maps/place/Germane+Analytics+Pvt+Ltd/data=!4m7!3m6!1s0x3bae1591f3daaccd:0xc97f377ef60f1dd8!8m2!3d12.9383159!4d77.5777659!16s%2Fg%2F11bxd8s_wh!19sChIJzaza85EVrjsR2B0P9n43f8k?authuser=0&hl=en&rclk=1,http://www.germane-analytics.com/,"['corporate@germane-analytics.com', 'hr@germane-analytics.com', 'sales@germane-analytics.com', 'corporate@germane-analytics.com', 'xxxx@germane-analytics.com', 'xxxx@germane-analytics.com']"
"Boston Institute of Analytics - MG Road, Bengaluru Campus - Classroom & Online Training in Data Science and Cyber Security","Level 10UF 26, Raheja Towers, 27, Mahatma Gandhi Rd, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka 560001 ",09619000123,"https://www.google.com/maps/place/Boston+Institute+of+Analytics+-+MG+Road,+Bengaluru+Campus+-+Classroom+%26+Online+Training+in+Data+Science+and+Cyber+Security/data=!4m7!3m6!1s0x3bae172f83778575:0xb21625564ef99cf7!8m2!3d12.9729362!4d77.6141747!16s%2Fg%2F11v0rgsqs7!19sChIJdYV3gy8XrjsR95z5TlYlFrI?authuser=0&hl=en&rclk=1",https://bostoninstituteofanalytics.org/india/bengaluru/mg-road/school-of-technology-ai/,"['connect@bostoninstituteofanalytics.org', 'academics@bostoninstituteofanalytics.org']"
Empulse Global,"2nd floor, Shamrao Compound, 12/7, Sampangi Rama Nagara, Bengaluru, Karnataka 560027 ",06364396848,https://www.google.com/maps/place/Empulse+Global/data=!4m7!3m6!1s0x3bae15d92f0ca229:0x7657d30206775060!8m2!3d12.9633438!4d77.591118!16s%2Fg%2F1q62gcfjh!19sChIJKaIML9kVrjsRYFB3BgLTV3Y?authuser=0&hl=en&rclk=1,http://empulseglobal.com/,"['empulsehrmssales@gmail.com', 'vijay@empulseglobal.com', 'empulsehrmssales@gmail.com', 'vbakshi@empulseglobal.com']"
Textual Analytics Solutions,"4002/A, 100 Feet Rd, II Stage, Domlur, Bengaluru, Karnataka 560038 ",08040989001,https://www.google.com/maps/place/Textual+Analytics+Solutions/data=!4m7!3m6!1s0x3bae141b4623cd15:0xe6ddcb6233849a53!8m2!3d12.9631212!4d77.6414323!16s%2Fg%2F1vn_xdlm!19sChIJFc0jRhsUrjsRU5qEM2LL3eY?authuser=0&hl=en&rclk=1,http://www.tas.in/,"['info@tas.in', ""first '.' last@tas.in"", 'info@tas.in', 'info@tas.in']"
Prosera Analytics Private Limited,"# 797, Annapoorna Towers, 3rd Floor 10th Main, 35th Cross Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011 ",09886612226,https://www.google.com/maps/place/Prosera+Analytics+Private+Limited/data=!4m7!3m6!1s0x3bae1554e3507aa7:0xfa6b8b971adaa9fb!8m2!3d12.924763!4d77.584737!16s%2Fg%2F11hdpdnbrh!19sChIJp3pQ41QVrjsR-6naGpeLa_o?authuser=0&hl=en&rclk=1,http://www.proseraa.com/,"['santhosh@proseraa.com', 'nvijayendra@gmail.com', 'santhosh@proseraa.com', 'santhosh@proseraa.com', 'nvixxxxx@gmail.com']"
CU Rise Analytics (A Trellance Company),"Building 5B, RMZ Ecoworld Business Park, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103 ",Not present on google business profiles,https://www.google.com/maps/place/CU+Rise+Analytics+%28A+Trellance+Company%29/data=!4m7!3m6!1s0x3bae134da580178f:0x21c6eaeda46597b8!8m2!3d12.9223111!4d77.6836778!16s%2Fg%2F11q45ht3mm!19sChIJjxeApU0TrjsRuJdlpO3qxiE?authuser=0&hl=en&rclk=1,http://www.trellance.com/,"['pshah@trellance.com', 'rise@cu-rise.com']"
